id,eps,aMax,perceivedSafety,bestEps,bestAMax,bestPerceivedSafety,participantID
0,0.68,0.96,1,0.1,0.1,6.027108522978334e-09,1
1,0.1,0.1,2,0.75,1.0,1.3125000072180368,1
2,0.75,1.0,-2,0.1,0.11836734693877551,0.0,1
3,0.1,0.11836734693877551,2,0.75,0.2836734693877551,1.205009317788309e-63,1
4,0.1,0.3571428571428572,2,0.75,0.2285714285714286,2.892476563169767e-58,1
