timestamp,pos_x,pos_y,pos_z,x_vel,y_vel,z_vel,x_acc,y_acc,z_acc,yaw,roll_vel,pitch_vel,yaw_vel
0.0,1.75,-1.65,-1.0,0,0,0,0,0,0,6.763487614068072,0,0,0
0.1,1.75,-1.65,-1.0,0,0,0,0,0,0,6.763487614068072,0,0,0
0.2,1.8342338869267434,-1.5963729046725443,-1.0,0,0,0,0,0,0,6.850114868512263,0,0,0
0.30000000000000004,1.9135121541281934,-1.5356590725617074,-1.0,0,0,0,0,0,0,6.936742122956453,0,0,0
0.4,1.987240247141434,-1.468313832487309,-1.0,0,0,0,0,0,0,7.023369377400643,0,0,0
0.5,2.054865235531799,-1.3948422461069239,-1.0,0,0,0,0,0,0,7.109996631844833,0,0,0
0.6000000000000001,2.1158799596441713,-1.315795320160759,-1.0,0,0,0,0,0,0,7.196623886289023,0,0,0
0.7000000000000001,2.169826834092226,-1.231765874147274,-1.0,0,0,0,0,0,0,7.2832511407332134,0,0,0
0.8,2.2163012794610024,-1.1433840944202733,-1.0,0,0,0,0,0,0,7.369878395177404,0,0,0
0.9,2.25495475648645,-1.0513128080499254,-1.0,0,0,0,0,0,0,7.456505649621594,0,0,0
1.0,2.2854973799568468,-0.9562425118918036,-1.0,0,0,0,0,0,0,7.543132904065784,0,0,0
1.1,2.3077000927328966,-0.8588861941438956,-1.0,0,0,0,0,0,0,7.629760158509974,0,0,0
1.2000000000000002,2.3213963835822553,-0.7599739872277763,-1.0,0,0,0,0,0,0,7.716387412954164,0,0,0
1.3,2.326483535945425,-0.6602476920951419,-1.0,0,0,0,0,0,0,7.8030146673983545,0,0,0
1.4000000000000001,2.3229233982677893,-0.5604552150251558,-1.0,0,0,0,0,0,0,7.889641921842545,0,0,0
1.5,2.3107426701206117,-0.46134495863434644,-1.0,0,0,0,0,0,0,7.976269176286735,0,0,0
1.6,2.2900327019652122,-0.3636602091641771,-1.0,0,0,0,0,0,0,8.062896430730925,0,0,0
1.7000000000000002,2.2609488100620023,-0.2681335621393296,-1.0,0,0,0,0,0,0,8.149523685175115,0,0,0
1.8,2.2237091116622842,-0.1754814282019752,-1.0,0,0,0,0,0,0,8.236150939619305,0,0,0
1.9000000000000001,2.178592889218397,-0.08639866032602109,-1.0,0,0,0,0,0,0,8.322778194063496,0,0,0
2.0,2.12593849587996,-0.001553342705020111,-1.0,0,0,0,0,0,0,8.409405448507686,0,0,0
2.1,2.0661408179841314,0.07841821960505445,-1.0,0,0,0,0,0,0,8.496032702951876,0,0,0
2.2,1.99964831357017,0.15291627271254662,-1.0,0,0,0,0,0,0,8.582659957396066,0,0,0
2.3000000000000003,1.9269596491282162,0.2213821117981261,-1.0,0,0,0,0,0,0,8.669287211840256,0,0,0
2.4000000000000004,1.8486199598053028,0.2833022711716035,-1.0,0,0,0,0,0,0,8.755914466284446,0,0,0
2.5,1.7652167611155118,0.3382123750538461,-1.0,0,0,0,0,0,0,8.842541720728637,0,0,0
2.6,1.6773755428147745,0.38570062020451057,-1.0,0,0,0,0,0,0,8.929168975172827,0,0,0
2.7,1.5857550779844443,0.4254108642773139,-1.0,0,0,0,0,0,0,9.015796229617017,0,0,0
2.8000000000000003,1.4910424825035913,0.45704529674144606,-1.0,0,0,0,0,0,0,9.102423484061207,0,0,0
2.9000000000000004,1.3961932676980118,0.4887253606739106,-1.0,0,0,0,0,0,0,9.102423484061207,0,0,0
3.0,1.3013440528924323,0.5204054246063751,-1.0,0,0,0,0,0,0,9.102423484061207,0,0,0
3.1,1.2097270678603427,0.5601233329701509,-1.0,0,0,0,0,0,0,9.01571194792015,0,0,0
3.2,1.1218939827357297,0.6076263154939454,-1.0,0,0,0,0,0,0,8.929000411779095,0,0,0
3.3000000000000003,1.0385047911774006,0.6625574261909969,-1.0,0,0,0,0,0,0,8.842288875638038,0,0,0
3.4000000000000004,0.9549951929852541,0.717567852564424,-1.0,0,0,0,0,0,0,8.842288875638038,0,0,0
3.5,0.8766764964334686,0.7795143291518198,-1.0,0,0,0,0,0,0,8.755577339496982,0,0,0
3.6,0.8040167957135921,0.8480106946208097,-1.0,0,0,0,0,0,0,8.668865803355926,0,0,0
3.7,0.7257032070263987,0.9099638615050013,-1.0,0,0,0,0,0,0,8.755493057800116,0,0,0
3.8000000000000003,0.6423231553251574,0.9649091073261434,-1.0,0,0,0,0,0,0,8.842120312244306,0,0,0
3.9000000000000004,0.558822831063532,1.0199336095792617,-1.0,0,0,0,0,0,0,8.842120312244306,0,0,0
4.0,0.47100163251126087,1.067458867546894,-1.0,0,0,0,0,0,0,8.928747566688497,0,0,0
4.1000000000000005,0.3793979100494174,1.1072077177337982,-1.0,0,0,0,0,0,0,9.015374821132687,0,0,0
4.2,0.28469865399618055,1.1388820600791556,-1.0,0,0,0,0,0,0,9.102002075576877,0,0,0
4.3,0.187614069901051,1.162244350016641,-1.0,0,0,0,0,0,0,9.188629330021067,0,0,0
4.4,0.08887225229474574,1.1771193799611674,-1.0,0,0,0,0,0,0,9.275256584465257,0,0,0
4.5,-0.0100119966362969,1.1920158665718952,-1.0,0,0,0,0,0,0,9.275256584465257,0,0,0
4.6000000000000005,-0.10889624556733954,1.206912353182623,-1.0,0,0,0,0,0,0,9.275256584465257,0,0,0
4.7,-0.20855477358300908,1.2131885665153117,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
4.800000000000001,-0.3083570552433932,1.2194738330475565,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
4.9,-0.4081593369037773,1.2257590995798013,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.0,-0.5079616185641614,1.2320443661120462,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.1000000000000005,-0.6077639002245456,1.238329632644291,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.2,-0.7075661818849297,1.2446148991765358,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.300000000000001,-0.8073684635453138,1.2509001657087806,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.4,-0.9071707452056978,1.2571854322410254,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.5,-1.006973026866082,1.2634706987732702,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.6000000000000005,-1.106775308526466,1.269755965305515,-1.0,0,0,0,0,0,0,9.361883838909447,0,0,0
5.7,-1.2055157291512348,1.2846392957798132,-1.0,0,0,0,0,0,0,9.275172302768391,0,0,0
5.800000000000001,-1.3043987222299027,1.2995441164699164,-1.0,0,0,0,0,0,0,9.275172302768391,0,0,0
