timestamp,x_position,y_position,z_position,yaw
0.0,-1.0,1.0,-1997,-0.5493744847715509
0.1,-0.9914714869592374,0.9947784614036147,-1997,-0.5493744847715509
0.2,-0.9744144608777121,0.9843353842108441,-1997,-0.5493744847715509
0.30000000000000004,-0.9488289217554241,0.9686707684216882,-1997,-0.5493744847715509
0.4,-0.9147148695923735,0.947784614036147,-1997,-0.5493744847715509
0.5,-0.8720723043885602,0.9216769210542205,-1997,-0.5493744847715509
0.6000000000000001,-0.8209012261439842,0.8903476894759087,-1997,-0.5493744847715509
0.7000000000000001,-0.7612016348586457,0.8537969193012116,-1997,-0.5493744847715509
0.8,-0.6929735305325444,0.8120246105301292,-1997,-0.5493744847715509
0.9,-0.6162169131656805,0.7650307631626614,-1997,-0.5493744847715509
1.0,-0.530931782758054,0.7128153771988084,-1997,-0.5493744847715509
1.1,-0.4371181393096647,0.6553784526385701,-1997,-0.5493744847715509
1.2000000000000002,-0.33477598282051285,0.5927199894819465,-1997,-0.5493744847715509
1.3,-0.22731671850690363,0.5269286031674918,-1997,-0.5493744847715509
1.4000000000000001,-0.12838596723405685,0.46635875544942235,-1997,-0.46210802217183444
1.5,-0.029923355200913562,0.41731679350242584,-1997,-0.5493744847715507
1.6,0.055361775206712996,0.3651014075385729,-1997,-0.5493744847715509
1.7000000000000002,0.13552979778988195,0.3160189447325511,-1997,-0.5493744847715509
1.8,0.2071693073322881,0.2721580205229147,-1997,-0.5493744847715509
1.9000000000000001,0.2736917090502369,0.23143001947110936,-1997,-0.5493744847715509
2.0,0.33509700294372796,0.19383494157713518,-1997,-0.5493744847715509
2.1,0.3913851890127615,0.1593727868409922,-1997,-0.5493744847715509
2.2,0.44255626725733743,0.1280435552626804,-1997,-0.5493744847715509
2.3000000000000003,0.48861023767745576,0.0998472468421998,-1997,-0.5493744847715509
2.4000000000000004,0.5295471002731165,0.07478386157955036,-1997,-0.5493744847715509
2.5,0.5679254089565483,0.05128693789581662,-1997,-0.5493744847715509
2.6,0.6037451637277514,0.029356475790998367,-1997,-0.5493744847715509
2.7,0.6370063645867258,0.008992475265095699,-1997,-0.5493744847715509
2.8000000000000003,0.6677090115334714,-0.009805063681891376,-1997,-0.5493744847715509
2.9000000000000004,0.6958531045679881,-0.02703614104996286,-1997,-0.5493744847715509
3.0,0.7239971976025047,-0.04426721841803425,-1997,-0.5493744847715509
3.1,0.7521412906370214,-0.06149829578610572,-1997,-0.5493744847715509
3.2,0.7802853836715381,-0.07872937315417719,-1997,-0.5493744847715509
3.3000000000000003,0.8084294767060548,-0.09596045052224866,-1997,-0.4621080221718356
3.4000000000000004,0.840653604280538,-0.11201054715944755,-1997,-0.46210802217183444
3.5,0.8755630758195614,-0.12939815184974626,-1997,-0.5493744847715494
3.6,0.9113828305907645,-0.15132861395456443,-1997,-0.5493744847715509
3.7,0.9497611392741965,-0.17482553763829822,-1997,-0.462108022171836
3.8000000000000003,0.9954119866713811,-0.19756317454099664,-1997,-0.46210802217183444
3.9000000000000004,1.0464335219976462,-0.22297582754989484,-1997,-0.46210802217183444
4.0,1.102825745252992,-0.25106349666499284,-1997,-0.46210802217183444
4.1000000000000005,1.1645886564374188,-0.28182618188629094,-1997,-0.46210802217183444
4.2,1.2317222555509255,-0.3152638832137886,-1997,-0.46210802217183444
4.3,1.2988558546644324,-0.3487015845412863,-1997,-0.46210802217183444
4.4,1.36598945377794,-0.38213928586878426,-1997,-0.46210802217183444
4.5,1.4241719063429794,-0.41111862701928226,-1997,-0.46210802217183444
4.6000000000000005,1.4734032123595515,-0.43563960799278073,-1997,-0.46210802217183444
4.7,1.5136833718276554,-0.4557022287892793,-1997,-0.46210802217183444
4.800000000000001,1.5450123847472923,-0.47130648940877834,-1997,-0.46210802217183444
