timestamp,x,y,z,yaw
0.0,0.018799999999999997,-0.0096,0.050199999999999995,0.025656340004316644
0.09769701957702637,0.020099999999999996,-0.0089,0.0626,0.019896753472735354
0.10552501678466797,0.023399999999999997,-0.008100000000000001,0.0907,0.014486232791552934
0.19242310523986816,0.0248,-0.008,0.1008,0.007504915783575617
0.19707608222961426,0.0259,-0.0077,0.11630000000000001,0.016057029118347832
0.2125709056854248,0.029300000000000003,-0.0063,0.1553,0.009250245035569947
0.2213459014892578,0.0294,-0.005699999999999999,0.16,0.009599310885968814
0.22940397262573242,0.03,-0.0055000000000000005,0.165,0.0066322511575784525
0.23739290237426758,0.030299999999999997,-0.0052,0.1696,0.011868238913561441
0.24594998359680176,0.030699999999999998,-0.0053,0.1752,0.008377580409572781
0.2626180648803711,0.0315,-0.0049,0.18530000000000002,0.009075712110370514
0.27085304260253906,0.0318,-0.004699999999999999,0.1906,0.007504915783575617
0.27951502799987793,0.0322,-0.0046,0.196,0.012566370614359171
0.2873079776763916,0.0322,-0.0044,0.201,0.009599310885968814
0.2960240840911865,0.0329,-0.0039000000000000003,0.2064,0.00471238898038469
0.3125801086425781,0.0334,-0.0034000000000000002,0.217,0.010122909661567111
0.4048929214477539,0.0338,-0.0034999999999999996,0.2225,0.004886921905584123
0.40984010696411133,0.0341,-0.0034999999999999996,0.22829999999999998,0.010297442586766544
0.507343053817749,0.0369,-0.0019,0.2781,0.0029670597283903604
0.5150909423828125,0.0388,-0.0024,0.3224,0.007155849933176751
0.5771610736846924,0.038900000000000004,-0.0022,0.3317,0.0019198621771937625
0.5872681140899658,0.04,-0.003,0.381,0.11262941275677288
0.5960230827331543,0.04019999999999999,-0.0031,0.3875,0.0010471975511965976
0.6124401092529297,0.0406,-0.0028000000000000004,0.40020000000000006,0.11332754445757061
0.6209890842437744,0.0406,-0.003,0.40659999999999996,0.1148983407843655
0.6293790340423584,0.0408,-0.0029,0.4131,0.11420020908356777
0.6373279094696045,0.0409,-0.0028000000000000004,0.41960000000000003,0.11681820296155927
0.6458029747009277,0.0407,-0.003,0.4261,0.11734180173715758
0.6629910469055176,0.040999999999999995,-0.0031,0.43920000000000003,0.11559647248516323
0.6708540916442871,0.040999999999999995,-0.0031,0.44549999999999995,0.12013432854034849
0.6793949604034424,0.041100000000000005,-0.0029,0.45130000000000003,0.12449765167033432
0.7122061252593994,0.041100000000000005,-0.003,0.45770000000000005,0.11420020908356777
0.8143689632415771,0.040999999999999995,-0.0032,0.47490000000000004,0.1180399334379553
0.8186171054840088,0.040999999999999995,-0.0034000000000000002,0.4803,0.11838899928835417
0.8254859447479248,0.04019999999999999,-0.005,0.5249,0.11769086758755644
0.9167981147766113,0.0403,-0.0054,0.5282,0.12187965779234283
0.9255740642547607,0.0384,-0.0076,0.5523,0.12310138826873887
1.0192999839782715,0.0383,-0.0079,0.5543,0.1253703162963315
1.0255200862884521,0.0369,-0.0089,0.5711999999999999,0.11995979561514906
1.1217029094696045,0.0358,-0.009899999999999999,0.5797,0.12502125044593262
1.1266670227050781,0.0344,-0.0103,0.5907,0.12571938214673034
1.2158961296081543,0.032400000000000005,-0.0111,0.5975,0.12816284309952242
1.2257509231567383,0.0291,-0.0125,0.5987,0.1258939150719298
1.2373239994049072,0.0279,-0.0127,0.5963,0.12449765167033432
1.2457621097564697,0.0278,-0.0131,0.5956,0.12624298092232866
1.2627289295196533,0.027000000000000003,-0.0137,0.5934,0.13147896867831163
1.2713019847869873,0.0268,-0.0137,0.5922,0.12449765167033432
1.2793478965759277,0.026099999999999998,-0.0143,0.5912,0.12519578337113205
1.2874250411987305,0.026000000000000002,-0.013999999999999999,0.5895,0.12397405289473602
1.295788049697876,0.0254,-0.0147,0.5881000000000001,0.12571938214673034
1.3125460147857666,0.024700000000000003,-0.0148,0.5849,0.1286864418751207
1.3210270404815674,0.024399999999999998,-0.015,0.583,0.1260684479971292
1.4288740158081055,0.0241,-0.0149,0.5811999999999999,0.12292685534353942
1.435194969177246,0.0209,-0.016,0.564,0.1217051248671434
1.5314059257507324,0.0195,-0.0168,0.5553,0.117516334662357
1.536323070526123,0.0176,-0.0173,0.5437,0.1206579273159468
1.5773260593414307,0.015600000000000001,-0.0176,0.5315,0.11995979561514906
1.5873301029205322,0.013999999999999999,-0.0176,0.5202,0.11873806513875304
1.595724105834961,0.0137,-0.0175,0.5181,0.12153059194194396
1.6123929023742676,0.0132,-0.0172,0.5136999999999999,0.11716726881195813
1.6207470893859863,0.0129,-0.0172,0.5117,0.1159455383355621
