id,eps,aMax,perceivedSafety,bestEps,bestAMax,bestPerceivedSafety,participantID
0,0.1,0.85,0,0.1,0.1,0.0,29
1,0.75,0.1,3,0.1,0.1,0.0,29
2,0.1,0.1,1,0.1,1.0,0.031591935971630195,29
3,0.75,1.0,2,0.1,1.0,0.4724639421026976,29
4,0.1,1.0,0,0.1,1.0,0.26311313692133176,29
5,0.75,0.1,3,0.1,1.0,0.22205035257682432,29
6,0.75,1.0,1,0.11326530612244899,1.0,0.19754661971765325,29
