timestamp, x, y, z, yaw
1653320747.235636, 0.014683116227388382, -0.011000441387295723, 0.017447087913751602, 0.0
1653320747.244371, 0.014659665524959564, -0.011050053872168064, 0.01750160939991474, 0.11001141887878138
1653320747.252629, 0.014679978601634502, -0.01099670771509409, 0.017452577129006386, 0.00017453292519943296
1653320747.260902, 0.014864040538668633, -0.010912830010056496, 0.017142439261078835, 0.11699273588675871
1653320747.277528, 0.014844533056020737, -0.010687442496418953, 0.01694144308567047, 0.11437474200876721
1653320747.285837, 0.014884144999086857, -0.010870497673749924, 0.01730489358305931, 0.1164691371111604
1653320747.294312, 0.014820709824562073, -0.011194240301847458, 0.01694503240287304, 0.11699273588675871
1653320747.302493, 0.014684805646538734, -0.010824715718626976, 0.01670326292514801, 0.11995979561514906
1653320747.311731, 0.01482322532683611, -0.010829519480466843, 0.017048068344593048, 0.0015707963267948964
1653320747.328061, 0.015223857946693897, -0.010814669542014599, 0.016707781702280045, 0.0019198621771937625
1653320747.336265, 0.014920102432370186, -0.01083904318511486, 0.017278620973229408, 0.11262941275677288
1653320747.345057, 0.014800691045820713, -0.010416693985462189, 0.017082223668694496, 0.0012217304763960308
1653320747.353123, 0.01516641303896904, -0.010746623389422894, 0.0165999922901392, 0.11280394568197231
1653320747.361580, 0.014721982181072235, -0.01080695353448391, 0.017443841323256493, 0.11454927493396665
1653320747.378337, 0.014675849117338657, -0.01078712660819292, 0.01730417087674141, 0.11926166391435133
1653320747.386626, 0.01449805498123169, -0.010913207195699215, 0.017086828127503395, 0.11437474200876721
1653320747.405337, 0.01448291726410389, -0.011179431341588497, 0.017570914700627327, 0.11001141887878138
1653320747.411446, 0.014844002202153206, -0.010875716805458069, 0.017161700874567032, 0.11577100541036267
1653320747.428163, 0.014112144708633423, -0.011160681024193764, 0.017719514667987823, 0.11612007126076154
1653320747.436357, 0.0140423234552145, -0.011278841644525528, 0.018190007656812668, 0.11228034690637402
1653320747.444907, 0.013896295800805092, -0.01143573597073555, 0.0182100310921669, 0.11315301153237119
1653320747.453199, 0.013677293434739113, -0.011633845046162605, 0.018354706466197968, 0.11105861642997798
1653320747.461422, 0.013937437906861305, -0.011660723015666008, 0.018205372616648674, 0.12519578337113205
1653320747.478161, 0.012965966947376728, -0.012224633246660233, 0.01991097256541252, 0.12030886146554794
1653320747.486305, 0.012725411914288998, -0.012440837919712067, 0.020324574783444405, 0.12030886146554794
1653320747.494515, 0.012595219537615776, -0.01257255021482706, 0.020068112760782242, 0.0019198621771937625
1653320747.503025, 0.012319700792431831, -0.012948825024068356, 0.020558234304189682, 0.11210581398117457
1653320747.511246, 0.012079712003469467, -0.013450201600790024, 0.02180003933608532, 0.11734180173715758
1653320747.527860, 0.011278003454208374, -0.014596229419112206, 0.023508751764893532, 0.1164691371111604
1653320747.544992, 0.011121219024062157, -0.014061013236641884, 0.02383236773312092, 0.11158221520557629
1653320747.552910, 0.01089878287166357, -0.014832557179033756, 0.02600802108645439, 0.005934119456780721
1653320747.561756, 0.010268647223711014, -0.015450816601514816, 0.027762291952967644, 0.0019198621771937625
1653320747.578287, 0.010492930188775063, -0.015825536102056503, 0.029399210587143898, 0.11193128105597515
1653320747.586143, 0.010004633106291294, -0.016285236924886703, 0.031036050990223885, 0.11385114323316892
1653320747.594893, 0.009273091331124306, -0.01681283302605152, 0.03331834822893143, 0.11036048472918025
1653320747.603249, 0.009663301520049572, -0.017277661710977554, 0.03425011411309242, 0.11524740663476438
1653320747.611452, 0.008652474731206894, -0.017601916566491127, 0.03647546097636223, 0.011344640137963142
1653320747.626122, 0.008769609034061432, -0.018296483904123306, 0.03868662938475609, 0.11315301153237119
1653320747.636590, 0.007949836552143097, -0.01902495138347149, 0.04237844794988632, 0.11070955057957911
1653320747.645021, 0.008008632808923721, -0.019583549350500107, 0.04383905977010727, 0.12449765167033432
1653320747.653253, 0.007468878291547298, -0.01980866678059101, 0.04593657702207565, 0.0019198621771937625
1653320747.661666, 0.007227867376059294, -0.020478680729866028, 0.047578971832990646, 0.006806784082777886
1653320747.678214, 0.00705477362498641, -0.02140098810195923, 0.05202310159802437, 0.11699273588675871
1653320747.686414, 0.006700203754007816, -0.021606890484690666, 0.05425228178501129, 0.1258939150719298
1653320747.694952, 0.005720200948417187, -0.02274756133556366, 0.05631694197654724, 0.11769086758755644
1653320747.703134, 0.0056298645213246346, -0.022665835916996002, 0.05800178647041321, 0.009599310885968814
1653320747.711558, 0.005386156961321831, -0.023072216659784317, 0.060071635991334915, 0.011693705988362009
1653320747.728354, 0.005155914928764105, -0.024254238232970238, 0.06490577012300491, 0.11926166391435133
1653320747.736464, 0.004167887847870588, -0.025002330541610718, 0.06702537089586258, 0.0027925268031909274
1653320747.744764, 0.003981638699769974, -0.025196129456162453, 0.06880617886781693, 0.006283185307179586
1653320747.753021, 0.0032557030208408833, -0.02479575201869011, 0.07109413295984268, 0.013264502315156905
1653320747.762062, 0.0034845233894884586, -0.026346463710069656, 0.07360203564167023, 0.0019198621771937625
1653320747.778218, 0.002828360768035054, -0.02703842893242836, 0.07780219614505768, 0.11053501765437967
1653320747.786553, 0.0023413707967847586, -0.02748919650912285, 0.08030586689710617, 0.11228034690637402
1653320747.795146, 0.0019310209900140762, -0.02803666517138481, 0.08242129534482956, 0.11385114323316892
1653320747.802963, 0.001726270653307438, -0.028355423361063004, 0.08427978307008743, 0.11332754445757061
1653320747.811496, 0.0016522802179679275, -0.02882699854671955, 0.08624570071697235, 0.007330382858376184
1653320747.828410, 0.0008860292728058994, -0.029501570388674736, 0.09074948728084564, 0.12135605901674452
1653320747.836263, 0.0003699448425322771, -0.03007030487060547, 0.09330016374588013, 0.11681820296155927
1653320747.844860, -0.00019524665549397469, -0.03034321218729019, 0.09541168063879013, 0.1148983407843655
1653320747.853050, -0.0005783494561910629, -0.03054974414408207, 0.09746148437261581, 0.006806784082777886
