timestamp,x_position,y_position,z_position,yaw
0.0,-1.9,1.0,-1997,-0.6005411313790076
0.1,-1.8917497005167436,0.9943491099429752,-1997,-0.6005411313790076
0.2,-1.875249101550231,0.9830473298289256,-1997,-0.6005411313790076
0.30000000000000004,-1.8504982031004624,0.9660946596578511,-1997,-0.6005411313790076
0.4,-1.8174970051674375,0.9434910994297518,-1997,-0.6005411313790076
0.5,-1.7762455077511563,0.9152366491446278,-1997,-0.6005411313790076
0.6000000000000001,-1.7267437108516188,0.8813313088024789,-1997,-0.6005411313790076
0.7000000000000001,-1.6772419139520813,0.84742596846033,-1997,-0.6005411313790076
0.8,-1.6277401170525438,0.8135206281181812,-1997,-0.6005411313790076
0.9,-1.5782383201530064,0.7796152877760323,-1997,-0.6005411313790076
1.0,-1.531211613098446,0.7474052144509908,-1997,-0.6005411313790076
1.1,-1.4841849060438854,0.7151951411259493,-1997,-0.6005411313790076
1.2000000000000002,-1.437158198989325,0.6829850678009078,-1997,-0.6005411313790076
1.3,-1.3926065817797413,0.6524702614929739,-1997,-0.6005411313790076
1.4000000000000001,-1.3480549645701576,0.6219554551850399,-1997,-0.6005411313790076
1.5,-1.303503347360574,0.591440648877106,-1997,-0.6005411313790076
1.6,-1.261426819995967,0.5626211095862794,-1997,-0.6005411313790076
1.7000000000000002,-1.2193502926313602,0.5338015702954528,-1997,-0.6005411313790076
1.8,-1.1772737652667535,0.5049820310046262,-1997,-0.6005411313790076
1.9000000000000001,-1.1376723277471237,0.47785775873090713,-1997,-0.6005411313790076
2.0,-1.0980708902274938,0.450733486457188,-1997,-0.6005411313790076
2.1,-1.058469452707864,0.4236092141834689,-1997,-0.6005411313790076
2.2,-1.018868015188234,0.3964849419097498,-1997,-0.6005411313790076
2.3000000000000003,-0.981741667513581,0.37105593665313813,-1997,-0.6005411313790076
2.4000000000000004,-0.944615319838928,0.34562693139652645,-1997,-0.6005411313790076
2.5,-0.907488972164275,0.3201979261399149,-1997,-0.6005411313790076
2.6,-0.8728377143345989,0.2964641879004107,-1997,-0.6005411313790076
2.7,-0.8381864565049227,0.2727304496609065,-1997,-0.6005411313790076
2.8000000000000003,-0.8035351986752466,0.24899671142140226,-1997,-0.6005411313790076
2.9000000000000004,-0.7713590306905473,0.22695824019900546,-1997,-0.6005411313790076
3.0,-0.7391828627058482,0.2049197689766088,-1997,-0.6005411313790076
3.1,-0.707006694721149,0.18288129775421202,-1997,-0.6005411313790076
3.2,-0.6773056165814265,0.16253809354892268,-1997,-0.6005411313790076
3.3000000000000003,-0.6476045384417041,0.14219488934363336,-1997,-0.6005411313790076
3.4000000000000004,-0.6179034603019816,0.12185168513834403,-1997,-0.6005411313790076
3.5,-0.5906774720072361,0.10320374795016221,-1997,-0.6005411313790076
